0.000000000000000000e+00,0.000000000000000000e+00
1.001001001001000992e-02,2.489554324670391859e-03
2.002002002002001985e-02,9.958217298681567436e-03
3.003003003003002977e-02,2.240598892203352413e-02
4.004004004004003969e-02,3.983286919472626975e-02
5.005005005005004615e-02,6.223885811675979735e-02
6.006006006006005954e-02,8.962395568813409652e-02
7.007007007007007293e-02,1.219881619088492020e-01
8.008008008008007939e-02,1.593314767789050790e-01
9.009009009009008584e-02,2.016539002983016859e-01
1.001001001001000923e-01,2.489554324670391894e-01
1.101101101101101126e-01,3.012360732851174783e-01
1.201201201201201191e-01,3.584958227525363861e-01
1.301301301301301394e-01,4.207346808692961626e-01
1.401401401401401459e-01,4.879526476353968079e-01
1.501501501501501523e-01,5.601497230508380998e-01
1.601601601601601588e-01,6.373259071156203159e-01
1.701701701701701652e-01,7.194811998297431233e-01
1.801801801801801717e-01,8.066156011932067438e-01
1.901901901901901781e-01,8.987291112060116216e-01
2.002002002002001846e-01,9.958217298681567575e-01
2.102102102102102188e-01,1.097893457179642818e+00
2.202202202202202252e-01,1.204944293140469913e+00
2.302302302302302317e-01,1.316974237750637267e+00
2.402402402402402382e-01,1.433983291010145544e+00
2.502502502502502724e-01,1.555971452918994524e+00
2.602602602602602788e-01,1.682938723477184650e+00
2.702702702702702853e-01,1.814885102684715257e+00
2.802802802802802917e-01,1.951810590541587231e+00
2.902902902902902982e-01,2.093715187047799908e+00
3.003003003003003046e-01,2.240598892203352399e+00
3.103103103103103111e-01,2.392461706008246480e+00
3.203203203203203175e-01,2.549303628462481264e+00
3.303303303303303240e-01,2.711124659566056305e+00
3.403403403403403304e-01,2.877924799318972493e+00
3.503503503503503369e-01,3.049704047721229827e+00
3.603603603603603434e-01,3.226462404772826975e+00
3.703703703703703498e-01,3.408199870473766602e+00
3.803803803803803563e-01,3.594916444824046486e+00
3.903903903903903627e-01,3.786612127823665741e+00
4.004004004004003692e-01,3.983286919472627030e+00
4.104104104104104311e-01,4.184940819770928577e+00
4.204204204204204376e-01,4.391573828718571271e+00
4.304304304304304440e-01,4.603185946315553778e+00
4.404404404404404505e-01,4.819777172561879652e+00
4.504504504504504570e-01,5.041347507457543564e+00
4.604604604604604634e-01,5.267896951002549066e+00
4.704704704704704699e-01,5.499425503196895271e+00
4.804804804804804763e-01,5.735933164040582177e+00
4.904904904904904828e-01,5.977419933533610674e+00
5.005005005005005447e-01,6.223885811675978097e+00
5.105105105105105512e-01,6.475330798467688886e+00
5.205205205205205576e-01,6.731754893908738602e+00
5.305305305305305641e-01,6.993158097999129019e+00
5.405405405405405705e-01,7.259540410738861027e+00
5.505505505505505770e-01,7.530901832127933737e+00
5.605605605605605835e-01,7.807242362166348926e+00
5.705705705705705899e-01,8.088562000854103928e+00
5.805805805805805964e-01,8.374860748191199633e+00
5.905905905905906028e-01,8.666138604177636040e+00
