0.000000000000000000e+00,1.436836422027345239e-01
1.001001001001000992e-02,1.462108037030708518e-01
2.002002002002001985e-02,1.537922882040799188e-01
3.003003003003002977e-02,1.664280957057616972e-01
4.004004004004003969e-02,1.841182262081161869e-01
5.005005005005004615e-02,2.068626797111433879e-01
6.006006006006005954e-02,2.346614562148432725e-01
7.007007007007007293e-02,2.675145557192159518e-01
8.008008008008007939e-02,3.054219782242612036e-01
9.009009009009008584e-02,3.483837237299791667e-01
1.001001001001000923e-01,3.963997922363699522e-01
1.101101101101101126e-01,4.494701837434335046e-01
1.201201201201201191e-01,5.075948982511695462e-01
1.301301301301301394e-01,5.707739357595783547e-01
1.401401401401401459e-01,6.390072962686601521e-01
1.501501501501501523e-01,7.122949797784143833e-01
1.601601601601601588e-01,7.906369862888413813e-01
1.701701701701701652e-01,8.740333157999408131e-01
1.801801801801801717e-01,9.624839683117132338e-01
1.901901901901901781e-01,1.055988943824158532e+00
2.002002002002001846e-01,1.154548242337276154e+00
2.102102102102102188e-01,1.258161863851066764e+00
2.202202202202202252e-01,1.366829808365530363e+00
2.302302302302302317e-01,1.480552075880666063e+00
2.402402402402402382e-01,1.599328666396474752e+00
2.502502502502502724e-01,1.723159579912955985e+00
2.602602602602602788e-01,1.852044816430109986e+00
2.702702702702702853e-01,1.985984375947936753e+00
2.802802802802802917e-01,2.124978258466437175e+00
2.902902902902902982e-01,2.269026463985609254e+00
3.003003003003003046e-01,2.418128992505454100e+00
3.103103103103103111e-01,2.572285844025971269e+00
3.203203203203203175e-01,2.731497018547161648e+00
3.303303303303303240e-01,2.895762516069024350e+00
3.403403403403403304e-01,3.065082336591559820e+00
3.503503503503503369e-01,3.239456480114768944e+00
3.603603603603603434e-01,3.418884946638649058e+00
3.703703703703703498e-01,3.603367736163204604e+00
3.803803803803803563e-01,3.792904848688431141e+00
3.903903903903903627e-01,3.987496284214330000e+00
4.004004004004003692e-01,4.187142042740901182e+00
4.104104104104104311e-01,4.391842124268146463e+00
4.204204204204204376e-01,4.601596528796063623e+00
4.304304304304304440e-01,4.816405256324653550e+00
4.404404404404404505e-01,5.036268306853917132e+00
4.504504504504504570e-01,5.261185680383852592e+00
4.604604604604604634e-01,5.491157376914460819e+00
4.704704704704704699e-01,5.726183396445740925e+00
4.804804804804804763e-01,5.966263738977695574e+00
4.904904904904904828e-01,6.211398404510322102e+00
5.005005005005005447e-01,6.461587393043619620e+00
5.105105105105105512e-01,6.716830704577592570e+00
5.205205205205205576e-01,6.977128339112235622e+00
5.305305305305305641e-01,7.242480296647554106e+00
5.405405405405405705e-01,7.512886577183543579e+00
5.505505505505505770e-01,7.788347180720206708e+00
5.605605605605605835e-01,8.068862107257544380e+00
5.705705705705705899e-01,8.354431356795551267e+00
5.805805805805805964e-01,8.645054929334232696e+00
5.905905905905906028e-01,8.940732824873585116e+00
6.006006006006006093e-01,9.241363956953598802e+00
6.106106106106106157e-01,9.543612472393826707e+00
6.206206206206206222e-01,9.845860987834054612e+00
6.306306306306306286e-01,1.014810950327428252e+01
6.406406406406406351e-01,1.045035801871451042e+01
6.506506506506506415e-01,1.075260653415473833e+01
6.606606606606606480e-01,1.105485504959496623e+01
6.706706706706706544e-01,1.135710356503519236e+01
6.806806806806806609e-01,1.165935208047542204e+01
6.906906906906906674e-01,1.196160059591564995e+01
7.007007007007006738e-01,1.226384911135587785e+01
7.107107107107106803e-01,1.256609762679610398e+01
7.207207207207206867e-01,1.286834614223633366e+01
7.307307307307306932e-01,1.317059465767656512e+01
7.407407407407406996e-01,1.347284317311679303e+01
7.507507507507507061e-01,1.377509168855701915e+01
7.607607607607607125e-01,1.407734020399724706e+01
7.707707707707707190e-01,1.437958871943747674e+01
7.807807807807807254e-01,1.468183723487770287e+01
7.907907907907907319e-01,1.498408575031793255e+01
8.008008008008007383e-01,1.528633426575815868e+01
8.108108108108108558e-01,1.558858278119838658e+01
8.208208208208208623e-01,1.589083129663861627e+01
8.308308308308308687e-01,1.619307981207884239e+01
8.408408408408408752e-01,1.649532832751906852e+01
8.508508508508508816e-01,1.679757684295929820e+01
8.608608608608608881e-01,1.709982535839952433e+01
8.708708708708708945e-01,1.740207387383975401e+01
8.808808808808809010e-01,1.770432238927998725e+01
8.908908908908909074e-01,1.800657090472021338e+01
9.009009009009009139e-01,1.830881942016044306e+01
9.109109109109109204e-01,1.861106793560066919e+01
9.209209209209209268e-01,1.891331645104089532e+01
9.309309309309309333e-01,1.921556496648112500e+01
9.409409409409409397e-01,1.951781348192135113e+01
9.509509509509509462e-01,1.982006199736157726e+01
9.609609609609609526e-01,2.012231051280180694e+01
9.709709709709709591e-01,2.042455902824203662e+01
